,churn,chat_log
1274,no,Nan
1275,no,"Klient: Chcę uaktualnić usługę do transmisji danych i chciałbym również uaktualnić moją usługę głosową.
TelCom Agent: Mamy dla ciebie świetną ofertę. Dam ci znać, jak dobrze idzie.
Klient: Dziękuję bardzo za poświęcony dziś czas. Czy masz inne pytania lub wątpliwości na ten temat?
Agent TelCom: Tak. W ramach naszego kontraktu nazywam się Conrad. Czy mógłbyś mi powiedzieć, jak możemy ci dzisiaj pomóc?
Klient: Jasne. Pozwólcie, że prześlę wam warunki naszej umowy, a następnie"
1276,yes,"Klient: Oczywiście usługa nie jest na równi. Nie sądzę, żebym mógł dalej za to płacić.
Agent TelCom: I mogę ci powiedzieć, że rozmawiamy z wieloma ludźmi, którzy próbowali anulować swoje usługi i jedynym powodem, dla którego podają, jest to, że nie otrzymali obiecanej usługi. Mogę powiedzieć, że otrzymałeś usługę, za którą ci zapłacono. A gdybym to był ja, gdybym miał z tym problem, rozpocząłbym proces reklamacyjny. Ale ponieważ otrzymałeś usługę, którą miałeś i zapłaciłeś za nią właściwie, to będę potrzebował, żebyś wrócił i możemy spróbować"
1277,no,"Klient: Cóż, myślałem teraz o danych.
TelCom Agent: Nie masz obecnie danych w swoim planie?
Klient: Nie, mam jeden, ale nie pełne dane dotyczące użytkowania.
TelCom Agent: Ok, jakiego rodzaju dane?
Klient: Myślę, że może – głównie do strumieniowego przesyłania muzyki.
TelCom Agent: Coś jeszcze?
Klient: Nic więcej, przepraszam.
Agent TelCom: Ok. Czy możesz mi powiedzieć trochę o rodzaju planu, który obecnie masz?
Klient: Nie, przepraszam, nie wiem, jaki mam plan. Jestem"
1278,yes,Nan
1279,no,"Klient: Och, tekst, jestem pewien, że już to wiesz.
Agent TelCom: Tak, założę się, że tak. Jak bardzo chciałbyś zmienić?
Klient: 20 000 wiadomości tekstowych.
TelCom Agent: Ponad 20.000?
Klient: Tak, proszę pana.
TelCom Agent: To dość kosztowna aktualizacja. Jak bardzo chcesz uaktualnić dane?
Klient: Chcę 200 000 MB.
TelCom Agent: Chcesz 200 000 MB danych?
Klient: Tak, proszę pana.
TelCom Agent: Cóż, stracisz wszystko"
1280,yes,Nan
1281,no,Nan
1282,no,"Klient: Chciałbym uaktualnić moje dane i chciałbym zacząć od 30,00 USD miesięcznie przez dwa lata.
Agent TelCom: Świetnie, to będzie $ 60.00 miesięcznie. Ruszam do TelComu.
Agent TelCom: Cześć, jak mogę ci dzisiaj pomóc?
Klient: Zastanawiałem się, czy jest jakiś sposób, aby zwiększyć mój limit kredytowy?
Agent TelCom: Jasne, jasne. Jeśli mogę po prostu porozmawiać z działem rozliczeniowym?
Klient: Jasne. Pewny. Ile linii masz na swojej linii?
TelCom Agent: Numer"
1283,no,"Klient: Cóż, jedyną rzeczą, którą rozważam przy aktualizacji, jest usługa głosowa.
TelCom Agent: Świetnie, a jaki poziom usług chciałbyś otrzymać?
Klient: Cóż, chciałbym otrzymywać usługi głosowe i tekstowe, które byłyby w zakresie 1500-1800.
TelCom Agent: Doskonale. A kiedy chciałbyś, aby to się stało?
Klient: W tym miesiącu, ponieważ właśnie otrzymałem miesięczne zestawienie.
TelCom Agent: Świetnie, a co chcesz zrobić ze zmianą?
Klient: Cóż, chciałbym anulować obecną umowę, a w tym miesiącu chciałbym pobrać"
1284,yes,"Klient: Cóż, dostaję bardzo niegrzeczne e-maile od TelCom o tym, że nie mogą wysyłać mi więcej faksów i jak nie mogą mi pomóc.
Agent TelCom: Widzę i to jest w porządku. Mamy kilka usług faksowych oferowanych przez nas i możemy wysłać Ci kilka innych opcji.
Klient: W porządku. Więc nie jestem zadowolony z TelCom i myślę, że powinienem anulować umowę.
Agent TelCom: Okej, jasne. Mogę wysłać ci umowę, a ty możesz ją anulować, jeśli chcesz. Nasz faks jest bardziej przyjazny i tańszy.
Klient: Cóż, myślę, że tak. Myślę, że może ja"
1285,no,"Klient: Chcę uaktualnić do telefonu komórkowego.
TelCom Agent: A ile by cię to dzisiaj kosztowało?
Klient: Nie wiem, ile by to kosztowało, po prostu się zastanawiam.
Agent TelCom: Cóż, Jane, myślę, że kosztowałoby to około 42 dolarów miesięcznie plus podatki. I wiem, że możesz uzyskać miesięczną zniżkę. I mogę wam powiedzieć, że są dwa miejsca, w których mogę wam dzisiaj pomóc. Jednym z nich jest odnowienie obecnej umowy przez TelCom. A drugi to uzyskanie zniżki.
Klient: W porządku. Gdzie mam to zrobić?
TelCom Agent"
1286,no,"Klient: Chcę uaktualnić moje usługi głosowe i tekstowe do 3G.
TelCom Agent: Świetnie. Najpierw przedstawię szacunkowy całkowity koszt aktualizacji do 3G. Rozumiem, że masz tylko umowę na telefon, więc będę musiał uzyskać odpowiedź na twoje pytanie, czy masz nieograniczony plan transmisji danych.
Klient: Hm, nie.
Agent TelCom: W porządku. Możesz po prostu to zapisać. Poczekam na zewnątrz i możesz do mnie zadzwonić.
Klient: Okej, ze mną w porządku.
TelCom Agent"
1287,no,"Klient: Zamierzam zamówić pakiet danych 10GB i pakiet głosowy.
TelCom Agent: Czy pracujesz w TelCom od dłuższego czasu?
Klient: Tak, pracuję w TelCom od prawie 3 lat.
Agent TelCom: W porządku Enrique. Jak długo pracujesz w TelCom i czy miałeś jakieś problemy ze sprzętem?
Klient: Tak, miałem kilka problemów ze sprzętem. Miałem kilka problemów z anteną, którą mam w telefonie. Kiedy go wymieniłem, nie miałem żadnych problemów.
Agent TelCom: W porządku Enrique. Czy masz dostęp do sprzętu?"
1288,no,"Klient: Chciałbym teraz uaktualnić usługę głosową do telefonu osobistego. Mam telefon Verizon i jestem z niego bardzo zadowolony, ale chciałbym mieć telefon osobisty.
Agent TelCom: Okej, to byłoby w porządku. Pamiętaj tylko, że najpierw musisz wpłacić nam depozyt. Mam depozyt dla wszystkich nowych klientów. Obawiam się, że nie otrzymasz tego depozytu z powrotem, jeśli przejdziesz na telefon osobisty. Możesz ograniczyć uaktualnienie do kilku miesięcy jednocześnie. Nadal masz prawo do zwrotu kosztów, jeśli zdecydujesz się nie zmieniać taryfy. Jeśli zdecydujesz się na"
1289,no,Nan
1290,no,Nan
1291,no,"Klient: Chcę przejść na usługę stacjonarnego dostępu szerokopasmowego.
TelCom Agent: Co dokładnie rozumiesz przez usługę stacjonarnego dostępu szerokopasmowego?
Klient: Chciałbym uaktualnić do usługi, która daje mi nieograniczoną ilość danych przez określony czas.
TelCom Agent: Mówisz o telefonie komórkowym czy o Internecie?
Klient: Jedno i drugie, dokładnie.
TelCom Agent: Dziękuję. A ile kosztowałoby Cię uaktualnienie?
Klient: Muszę znać koszt tego uaktualnienia, zanim będę mógł się zarejestrować.
Agent TelCom: OK, mogę zacząć przetwarzać żądanie uaktualnienia klienta. Zamierzam"
1292,no,Nan
1293,no,"Klient: Jestem klientem TelCom od 7 lat. Jestem w trakcie uaktualniania do połączeń wideo. Chcę uaktualnić plan do 500 MB lub 2 GB.
TelCom Agent: Dlaczego chcesz więcej danych?
Klient: Ponieważ rozmawiałem z moim mężem o tym, jak chciałby dodać grę wideo do swojego konta i byłoby fajnie, gdyby mógł porozmawiać z żoną bezpośrednio w tej samej rozmowie. Naprawdę podobała mu się ta funkcja.
TelCom Agent: Cóż, jeśli aktualizacja danych jest tym, czego szukasz, czy to wszystko, czego chcesz?
Klient: Tak"
1294,no,"Klient: Tak, Voice. Chcę Voice i kilka wiadomości tekstowych tu i tam.
TelCom Agent: Ok, czy możesz szczegółowo opisać, do czego się aktualizujesz?
Klient: Głos.
TelCom Agent: Okej, a czy możesz mi powiedzieć, jaki jest koszt aktualizacji?
Klient: Tak, to $139.95.
TelCom Agent: A czy to twój pierwszy raz?
Klient: Nie, nie jest. Wcześniej uaktualniłem ich DSL.
TelCom Agent: Okej, cena aktualizacji była o 30 USD wyższa niż poprzedni DSL.
Klient: Racja, ale ja"
1295,no,Nan
1296,no,"Klient: Chciałbym uaktualnić mój telefon głosowy o nieograniczoną rozmowę i tekst.
Agent TelCom: Dziękuję Donna. Na co chciałbyś mieć nowy kontrakt?
Klient: Cóż, chciałbym uaktualnić z obecnej miesięcznej stawki 39,95 USD do miesięcznej stawki 9,95 USD.
TelCom Agent: Doskonale. Jak mógłbyś zapłacić za ten kontrakt?
Klient: Cóż, stawka, którą obecnie płacę, jest limitem tego, co obejmuje mój plan. Mój plan wynosił ponad 100 USD miesięcznie.
TelCom Agent: Miło to słyszeć. Przykro mi, ale boję się"
1297,no,"Klient: Chcę uaktualnić linię telefoniczną do modemu 4G LTE.
Agent TelCom: Teraz TelCom i ja jesteśmy bardzo zadowoleni z usługi, którą otrzymujemy od TelCom. Możesz zostawić swoje dane kontaktowe po zakończeniu rozmowy.
Klient: I mogę zostawić ich dane kontaktowe, kiedy skończę rozmowę? Dziękuję
TelCom Agent: W porządku. I to wszystko, co mamy dla Ciebie dzisiaj.
Klient: Jeszcze raz dziękuję, TelCom.
TelCom Agent: Jeszcze raz dziękuję. Do widzenia.
Klient: Do widzenia.
Agent TelCom: Do widzenia. Do widzenia."
1298,no,"Klient: Przykro mi, ale nie mam informacji do przeniesienia, ale chciałbym uaktualnić umowę do planu szerokopasmowego i chciałbym odnowić moją usługę.
Agent TelCom: Rozumiem, to w porządku i przekażemy to dla ciebie. Jak więc chcesz przenieść te inne usługi do planu szerokopasmowego?
Klient: Przykro mi, ale nie mam informacji do przeniesienia, ale chcę uaktualnić moją usługę do planu szerokopasmowego i chcę odnowić moją usługę.
TelCom Agent: Rozumiem, w porządku"
1299,yes,"Klient: Cóż, starałem się uzyskać lepszą ofertę, ale ciągle zmieniają warunki i jakość produktu. Więc ciągle zmieniają ceny. Więc po prostu nie mogę sobie już na to pozwolić, więc dziś odwołuję umowę.
TelCom Agent: Dziękuję za obejrzenie strony internetowej. Mogę ustalić czas na rozmowę z tobą na temat bieżącej usługi.
TelCom Agent (Speaking over Customer): Jak chciałbyś to zrobić?
Klient: Chcę teraz anulować umowę. I chciałbym jutro zakończyć moją służbę.
TelCom Agent: Co masz na myśli mówiąc o zakończeniu usługi jutro?"
1300,no,"Klient: Cóż, zobaczę, co mogę zrobić. Wybiorę to zamiast naszej obecnej usługi nagrywania i telefonii komórkowej, do której będę aktualizować, ponieważ podoba mi się fakt, że mogę rozmawiać z rodziną przez telefon zamiast przez Internet.
TelCom Agent: A ile chciałbyś zapłacić za aktualizację usługi?
Klient: Muszę się z tobą skontaktować. 9,95 USD to kwota, którą obecnie płacę.
TelCom Agent: Dziękujemy za wybranie TelCom. I jak zawsze, czy masz dostępne ubezpieczenie na życie?
Klient: Tak, tylko dla bezpieczeństwa.
TelCom Agent"
1301,no,"Klient: Co powiesz na aktualizację głosu, a także mój ulubiony numer telefonu z bezpłatnym roamingiem.
Agent TelCom: Dziękuję Jacob, nie powiedziałem, że będą takie same dla głosu i danych. Przepraszam, ale nie wiedziałem, że masz ulepszenie głosu. Czy chcesz to teraz uaktualnić?
Klient: Nie, jestem dobry. Dziękuję, Jacob. Myślę, że nie mam teraz wyboru, nie zamierzam już więcej odbierać...
Agent TelCom: Więc podasz mi swój numer telefonu?
Klient: Nie podaję ci mojego numeru telefonu."
1302,yes,"Klient: Cóż, niedawno byłem na trzecim miesiącu służby i byłem sfrustrowany usługą.
Agent TelCom: O tak, to bardzo niefortunne. Czy mogę więc zaprosić cię z powrotem do mojego menedżera i sprawdzić, czy możemy o tym porozmawiać?
Klient: Jasne, jasne. Po prostu próbuję zrozumieć, co mogę zrobić, aby ulepszyć twoją usługę.
TelCom Agent: Dowiedz się, co jest przyczyną problemów.
Klient: Cóż, udało mi się obniżyć rachunek do...
Agent TelCom: Dobrze, spójrzmy jeszcze raz na obecny rachunek. Nic w głównym obszarze tam, może tylko kwota usługi?
"
1303,no,"Klient: Cóż, od dawna otrzymuję dane komórkowe i wysyłam SMS-y z dużą ilością danych, a teraz robi się dość stary i chcę uzyskać więcej minut głosowych.
Agent TelCom: Doskonały wybór Heidi, ale w tej chwili nie możemy zaoferować tego uaktualnienia. Zalecamy rozważenie uaktualnienia do usługi głosowej lub dodatku do istniejącej usługi.
Klient: Jasne, skorzystam z tej rady.
Agent TelCom: Dziękuję Heidi. To przyjemność gościć Cię dzisiaj z nami.
Klient: Dziękuję. I na pewno będę realizował tę opcję również w przyszłości.
Agent TelCom: Jako"
1304,no,"Klient: Tekst, tekst i dane.
Agent TelCom: Dzięki Patricia, właściwie nie jestem pewien, czy pamiętałeś o uaktualnieniu istniejącej usługi, czy też zamierzasz uaktualnić istniejącego dostawcę. Przykro mi, ale nie mam takich informacji. Do czego chcesz uaktualnić?
Klient: Nic w jedną lub drugą stronę. Po prostu TelCom był fantastyczny, kiedy zadzwoniłem do nich, aby porozmawiać z kimś o aktualizacji mojej usługi. Jest tu tylko po to, aby zaktualizować moją umowę. Mam już nową umowę z T-Mobile i zamierzam przenieść moje dane, głos i tekst do Tel"
1305,no,"Klient: Obecnie mam rozmowę, ale szukam aktualizacji do tekstu.
TelCom Agent: Dziękuję. Czy możesz mi wyjaśnić, jaki jest twój obecny plan z TelCom?
Klient: Mój obecny plan to plan składający się z 7 tekstów.
TelCom Agent: Dziękuję. Teraz, ponieważ nie wybrałeś aktualnego planu, zakładam, że chciałbyś przejść na nowy plan 10-tekstowy?
Klient: Jasne, przejdę na plan 10-tekstowy.
Agent TelCom: I czy ten plan będzie wynosił 30 czy 40 dolarów miesięcznie?
Klient: Będzie to $30 miesięcznie"
1306,yes,"Klient: Cóż, nie mogę znaleźć sposobu, aby uzyskać informacje o ADSL, usłudze połączenia danych. To naprawdę dobra usługa, ma dobre połączenie z Internetem. Nie wiem, dlaczego nie otrzymuję informacji ADSL. W każdym miejscu, w którym mogę go znaleźć, jest wymieniony jako Unlimited Data. Lub jest to Unlimited Data plus usługa tekstowa.
Agent TelCom: No właśnie, przykro mi to słyszeć. Sposób, w jaki się z tym czujemy, polega na tym, że oferujemy nieograniczoną ilość danych i usługę tekstową. Jedną z naszych opcji jest porównanie cen i sprawdzenie, jaka jest różnica między ADSL a czymś takim jak usługa tekstowa. Więc"
1307,no,"Klient: Chcę uaktualnić mój plan taryfowy i głosowy. Po prostu zostaw dodatkowe pytania, które możesz mieć.
TelCom Agent: Dziękujemy za skontaktowanie się z TelCom. Dziękujemy za Twój biznes. Mam na imię Robert, a imię z drugiego końca to Craig. Craig?
Craig: Tak, cześć.
Agent TelCom: Cześć Craig, rozumiem, że masz świetną ofertę. Proszę, czy możesz mi dać szybko, żebym mógł zacząć?
Craig: Jasne, nie musisz nic robić.
TelCom Agent: To dobrze. Co dokładnie chcesz zrobić?
Klient: Po prostu"
1308,no,Nan
1309,no,"Klient: W przeciwieństwie do wersji e-mail, chciałbym uaktualnić mój plan taryfowy do danych AT&T.
TelCom Agent: Tak, to prawda. Dziękuję za decyzję. Zadzwoniłem dziś do naszego biura korporacyjnego, aby dowiedzieć się, jaki będzie koszt. Średni koszt danych AT & T wynosi nieco ponad 8,00 USD miesięcznie. Czy może pan potwierdzić, że będzie to półtora miesiąca i czy będzie to umowa miesięczna czy roczna?
Klient: Na pewno wrócę do ciebie z odpowiedzią.
TelCom Agent: Dziękujemy za pozostanie w kontakcie. Jak"
1310,yes,"Klient: Mam problem z skontaktowaniem się z pomocą techniczną.
TelCom Agent: Och, właściwie to nie ma problemu. Czy możesz założyć konto tutaj?
Klient: Gdzie mogę to zrobić?
TelCom Agent: Możesz utworzyć konto tutaj.
Klient: Świetnie, dziękuję. Kiedy mnie potrzebujesz, abym to zrobił?
Agent telekomunikacyjny: Nie mogę podać konkretnej daty, ale sugerowałbym zalogowanie się na swoje konto i utworzenie konta tak szybko, jak to możliwe.
Klient: Niesamowite, dzięki za informacje. A jak mogę założyć konto?
Agent telekomunikacyjny: Nie mogę podać konkretnej daty założenia konta, ale"
1311,no,"Klient: Wszyscy, proszę.
TelCom Agent: Cóż, to świetnie i dziękuję za poświęcony czas. Czy chciałbyś porozmawiać z przełożonym, czy mogę poprosić Cię o telefon, aby omówić Twój plan aktualizacji?
Klient: Tak.
Agent TelCom: Dobra, zadzwonię do twojego przełożonego. I zrobię wszystko, co w mojej mocy, aby cię dostosować.
Klient: Dobra, proszę pana, jak długo trwa aktualizacja?
Agent TelCom: Wiesz, tak naprawdę chodzi o twój czas. Wiesz, tak naprawdę nie ma znaczenia, ile czasu to zajmie. To zależy"
1312,no,"Klient: Chcę uaktualnić usługę głosową. Mam 7-cyfrowy numer i mam połączenie konferencyjne, które mój małżonek ma na moim telefonie.
TelCom Agent: Więc na jaki numer chciałbyś się zmienić?
Klient: Chciałbym zmienić na 7, ale mój 7-cyfrowy numer to 7090398060.
Agent telekomunikacyjny: W porządku, czy jest coś jeszcze, co chciałbyś zrobić?
Klient: Niezupełnie, chciałem tylko poinformować, że otrzymałem uaktualnienie i jestem bardzo zadowolony z usługi, którą otrzymuję i zastanawiam się, czy coś zostało przeoczone, co chcesz"
1313,no,"Klient: Głos.
Agent telekomunikacyjny: Wszystko, co musisz zrobić, to zadzwonić do nas, a my będziemy w stanie dostarczyć Ci pakiet aktualizacji, który będzie odpowiadał Twoim potrzebom, wszystko, czego potrzebujemy, to Twoje imię i nazwisko, numer usługi i adres dostawy. Mamy również mały pakiet ofert promocyjnych dostępnych specjalnie dla Ciebie.
Klient: Świetnie, dziękuję za poświęcony dziś czas.
TelCom Agent: Dziękujemy za wybranie TelCom."
1314,no,"Klient: Chciałbym uaktualnić mój telefon, ponieważ najnowsze telefony były bardzo wolne i szukam nowego telefonu.
Agent TelCom: Dziękuję David. Ile by to było i gdzie chciałbyś, aby zostało dostarczone?
Klient: Normalnie kosztowałoby to około 1194,00 USD w ciągu 2 lat plus podatek. Jestem w lekkich obszarach miejskich, więc chciałbym, aby został dostarczony kurierem lub pocztą.
Agent TelCom: Czy możesz podać mi swój numer telefonu? Powinno to być około 12,16 USD plus podatek.
Klient: Tak. Wiem dokładnie, ile to jest. Mój numer telefonu to"
1315,no,"Klient: Zobaczmy, nie wiem, wiele rzeczy. I chciałbym, żebyście dali mi łatwy sposób, aby to zrobić.
Agent TelCom: Dobra, wezmę to, ponieważ chcesz uaktualnić głos do tekstu. Ile wart jest Twój obecny kontrakt?
Klient: Myślę, że to 299 USD miesięcznie i to na 4 lata z umową, która wygaśnie 31 sierpnia 2007 roku.
Agent TelCom: Wow, to drogie, ponieważ nie chcesz już bieżącej instalacji na telefonie. I to dla standardowej konfiguracji """". Co to jest"
1316,no,"Klient: Och, nie wiem, myślę, że to zależy od tego, do czego chcę uaktualnić moją usługę.
TelCom Agent: Powiedz mi, jak chcesz uaktualnić.
Klient: Och, nie wiem, będę musiał o tym pomyśleć. Mam na myśli to, że jestem zadowolony z tego, co mam.
TelCom Agent: Czy masz jakieś pytania lub uwagi dotyczące bieżącej usługi?
Klient: Nie.
TelCom Agent: Czy chciałbyś, żebym połączył cię z twoim technikiem?
Klient: Tak, dziękuję.
TelCom Agent: Dziękuję. Witaj Edwin, jak mogę pomóc"
1317,no,"Klient: Cóż, najważniejszą rzeczą jest usługa głosowa i szukam więcej danych do mojego telefonu. Mogę rozmawiać przez Internet, ale nie wiem, jaka jest korzyść z przesyłania danych do mojego telefonu przez Internet.
TelCom Agent: Świetnie! Mamy dla Ciebie dziś kilka świetnych ofert! Oferujemy...
Klient: Co masz na myśli?
TelCom Agent: W ciągu ostatnich kilku minut mamy świetne oferty na wszystko. Chcę dać ci specjalną ofertę na twój telefon. Zaczęliśmy oferować najszybszy dostęp do Internetu w"
1318,no,"Klient: W przypadku mojego planu, który jest umową 30-dniową, chciałbym uaktualnić do 30-dniowego planu głosowego.
Agent telekomunikacyjny: Okej, więc jaka jest dla ciebie najlepsza opcja dzisiaj?
Klient: Cóż, w mojej okolicy, jestem obecnie w TelCom, który jest T-Mobile, ale jestem bardzo zadowolony z ich usług, a TelCom jest bardzo profesjonalny. Postanowiłem więc zostać w TelCom. Wszystko, czego nie zamierzam zrobić, to przenieść / uaktualnić do innego dostawcy.
Agent TelCom: Okej, więc teraz wiem, że jesteś zadowolony z TelCom i ich usług, a to, co zamierzam zrobić, to"
1319,no,"Klient: Chcę uaktualnić pakiet danych do 10 Mbit. Chcę otrzymywać opłatę w wysokości 11,95 USD miesięcznie.
TelCom Agent: Świetnie! Dziękujemy za kontakt z TelCom. Kontynuuj proces aktualizacji, a my skontaktujemy się z Tobą.
Klient: Czekaj, mam pytanie. Kiedy wyjdę z mojej działalności związanej z kartami kredytowymi, nie będę już korzystać z usługi TelCom, prawda?
Agent TelCom: Cóż, James, w tej chwili jesteś objęty 12-miesięcznym kontraktem. Jeśli chcesz odnowić swoją usługę już teraz, możesz, ale jeśli chcesz przejść do następnego 12 miesięcy"
1320,no,"Klient: Tak naprawdę nie chcę zmieniać usługi, którą mam, ale chcę, aby była bardziej niezawodna i szybsza. Dziękuję.
TelCom Agent: Wierzę, że pakiety głosowe i tekstowe będą bardzo dobrymi dodatkami do twojej usługi. I chętnie ci w tym pomogę. Będziemy musieli wysłać Ci rachunek za bieżącą usługę i za nowe usługi. Nowe usługi będą następujące: Głos $ 38.49 miesięcznie Głos / tekst $ 24.99 miesięcznie Dane $ 16.99 miesięcznie
Klient: W porządku. Dziękuję!
TelCom Agent: Dziękujemy za telefon Tel"
1321,no,"Klient: Dziękuję TelCom za pomoc. Chcę uaktualnić mój plan głosowy Telstra do planu danych komórkowych. Na jakie aspekty poleciłbyś zwrócić uwagę, próbując ustalić, który plan jest dla mnie odpowiedni?
TelCom Agent: Polecam rozważyć opcję danych. Plany taryfowe oferują najwyższą szybkość wykorzystania głosu i danych. Będziesz musiał zapłacić znacznie mniej za plan głosowy, ale limit danych jest znacznie mniejszy. Telefony Telstra zawsze były znane z wysokiej jakości głosu i oferują ją po raz kolejny w mobilnych planach transmisji danych Telstra. Zapłacisz niższe opłaty za roaming danych"
1322,yes,"Klient: Po prostu nie sądzę, że wszyscy powinniśmy płacić tyle za usługę telefoniczną, co ta, którą mam teraz.
TelCom Agent: Więc gdybyś nie chciał połączenia TelCom, nie dostałbyś go?
Klient: Nie, zrobiłem. Chciałem połączenia z TelCom. Słyszałem też, że zamierzają podnieść opłatę za obsługę dla klientów, więc pomyślałem, okej, po prostu przeskoczę statek.
Agent TelCom: Więc chcesz przeskoczyć na międzynarodowy rynek? Czy to wszystko?
Klient: Tak, chcę przeskoczyć statek.
Agent TelCom: Okej, po prostu będziesz musiał to zrobić"
1323,no,Nan
1324,no,"Klient: Głos.
TelCom Agent: Świetnie, więc jak długo trwa przetworzenie aktualizacji?
Klient: Cóż, nie mogę sobie wyobrazić, że TelCom potrzebowałby więcej niż kilka dni, aby uaktualnić moją umowę.
Agent TelCom: OK. Dlatego chcielibyśmy uaktualnić komponent głosowy w pierwszym miesiącu usługi. Jak chcesz, abyśmy postąpili?
Klient: Jasne. Pójdę dalej i wprowadzę mój obecny numer telefonu i nowy numer i dam ci znać, gdy otrzymam odpowiedź od TelCom.
TelCom Agent: OK, świetnie. I jak szybko możesz spodziewać się usłyszeć"
1325,yes,"Klient: Więc obsługa nie była świetna. To bardzo słaba jakość i jestem bardzo nieszczęśliwy. I muszę zakończyć usługę. Dlaczego nie powiesz mi, na czym polega problem?
Agent TelCom: Cóż, przykro mi to słyszeć, Andrea. Czy mogę zapytać, w czym problem?
Klient: Moje informacje są teraz zbierane ode mnie przez usługę TelCom. I jestem bardzo zaniepokojony, że to się ze mną dzieje. A to nie jest coś, co chcę, aby się wydarzyło. Byłbym wdzięczny, gdybyś mógł usunąć moje konto i porozmawiać o nowej umowie.
TelCom Agent: Cóż, to bardzo miłe z twojej strony. I jesteś"
1326,no,"Klient: Jasne. Chciałbym uaktualnić do planu internetowego i wkrótce skontaktuję się z tobą z nowym numerem telefonu, a także nowym adresem e-mail, abym mógł łatwo dowiedzieć się, za co będę płacić i kiedy będę mógł otrzymać rachunek.
Agent TelCom: Świetnie, Robercie, i bardzo się cieszę, że jesteś tak zadowolony z naszej usługi. Jaki byłby całkowity koszt aktualizacji i nowego numeru telefonu?
Klient: Cóż, tak naprawdę nie znam całkowitego kosztu aktualizacji. Chcę tylko wiedzieć, ile będzie kosztować uaktualnienie mojego planu."
1327,yes,"Klient: Cóż, jestem w trakcie wycofywania modemu dziś wieczorem. ( – ]
TelCom Agent: To świetnie, że jesteś już w trakcie wycofywania swojej usługi. I czy możesz mi szybko powiedzieć, co zamierzasz teraz zrobić?
Klient: Dziś wieczorem odłączę modem, a potem wrócę i zmienię dostawcę Internetu. Myślałem, że obowiązkiem dostawcy Internetu jest poinformowanie mnie, jeśli popełniłem błąd, ale najwyraźniej tak nie jest.
Agent TelCom: Och, to jest świetne. I czy możesz mi powiedzieć, co chcesz, żebym teraz z tym zrobił?
Klient: I"
1328,no,"Klient: Jestem zainteresowany uaktualnieniem do planu taryfowego. Planuję używać co najmniej 10 GB danych miesięcznie.
TelCom Agent: Świetnie! Więc teraz będę musiał zadzwonić do ciebie i powiedzieć ci o naszym programie aktualizacji. Dam ci instrukcje, jak to zrobić.
Agent TelCom: W porządku, Daniel, więc najpierw będę potrzebował twojego numeru telefonu.
Klient: Jasne.
Agent TelCom: To około 1750 Gwinnett Ave, Atlanta, Atlanta, GA 30309-0318.
TelCom Agent: I ostatni"
1329,no,"Klient: Tekst, ale bez danych.
TelCom Agent: A o której godzinie chcesz aktualizować?
Klient: dziś o godz. 15.00.
TelCom Agent: Okej, a ile za dzisiejszą aktualizację?
Klient: Cóż...
Agent TelCom: Dobra, Bryce, będę musiał sprawdzić twoje numery kont i zobaczyć, co mogę dla ciebie zrobić.
Klient: Wszystko jest skonfigurowane i aktywowane w pudełku.
Agent TelCom: W porządku, świetnie. Ile dni pozostało do wycofania z eksploatacji?
Klient: Około tygodnia.
TelCom Agent: Dobrze. Teraz, jeśli chcesz,"
1330,no,"Klient: Chciałbym uaktualnić moją umowę do rundy pierwszej.
TelCom Agent: Pierwsza runda jest już zawarta w Twojej obecnej umowie?
Klient: Tak, tak.
Agent TelCom: Czy chciałbyś, żebym zadzwonił pod numer podany jako numer kontaktowy w aktualnej umowie?
Klient: Tak.
TelCom Agent: Dziękuję. Tylko chwileczkę, proszę:
Klient: Dziękuję. Będę musiał oddzwonić później tego samego dnia.
Agent TelCom: Dziękuję Reina. Dobrego dnia.
Klient: Dzięki TelCom. Dobrego dnia.
TelCom Agent"
1331,no,"Klient: Chcę uaktualnić mój plan taryfowy do planu przedpłaconego.
Agent TelCom: Okej, mam plan przedpłacony. Czy chciałbyś anulować go teraz i po prostu nadal płacić dokładnie tę samą umowę, którą masz z TelCom?
Klient: Nie, wolałbym uaktualnić mój plan i czy jest możliwe, że mógłbym to zrobić do jutra?
Agent TelCom: Nie sądzę. Oddzwonisz czy oddzwonisz teraz?
Klient: Tak.
TelCom Agent: Nie jesteśmy w stanie tego zrobić dzisiaj, ponieważ mamy wielu naszych klientów, którzy"
1332,no,"Klient: Chciałbym uaktualnić moją usługę głosową do takiej, która ma większy zasięg niż obecna usługa, którą otrzymuję, ale szanuje moją prywatność i nie obciąża mnie za to przesadą.
TelCom Agent: Opowiedz mi o aktualizacji usługi głosowej Kirk, a wyślę ci wycenę dla rodzaju aktualizacji, którą chcesz. To wszystko, co chcę wiedzieć w tej chwili.
Klient: Dziękuję. Doceniam, że meldujesz się ze mną i pomagasz mi w odniesieniu do mojej usługi głosowej.
Agent TelCom: To dobry chłopiec. Czy chcesz zacząć od rozmowy o wybranej aktualizacji usługi głosowej?
"
