churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,,CA,75,area_code_415,no,yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4
no,"Klient: Chciałbym rozszerzyć swoje usługi na połączenia głosowe, tekstowe i transmisję danych.
Agent TelCom: Świetnie. Jaka jest wysokość nowej umowy?
Klient: 1049,99 USD miesięcznie.
Agent TelCom: Fantastycznie. A czy może mi Pan przesłać swoją obecną umowę?
Klient: Tak, jest tutaj. Jest na niej napisane ""Do zamówienia wymagany jest dowód tożsamości"".
Agent TelCom: Każę ją zeskanować. Mam tu kopię wyciągu z rachunku.
Klient: Dobra, więc... zaloguję się na swoje konto i zobaczę aktualną umowę, którą podpisałem.",VT,101,area_code_415,no,no,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4
no,,WV,59,area_code_510,no,no,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2.0,0
no,"Klient: Chciałbym zmodernizować swój telefon do wersji 4G LTE.
Agent TelCom: Świetnie! Przykro mi, ale minimalny termin aktualizacji do 4G upływa 31 marca 2015 roku. Można dokonać aktualizacji do 3G na dowolny termin.
Klient: OK, jak długo będę musiał płacić moje początkowe 36 funtów, które odłożyłem?
Agent TelCom: Przykro mi, ale nie zajmujemy się tym.
Klient: Będę musiał poprosić adwokata, aby mi to załatwił.
Agent TelCom: Proszę ponownie poczekać. Dziękuję!
Klient: Dziękuję. Przykro mi, że muszę",IN,94,area_code_510,no,no,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1
no,"Klient: Opcja danych?
Agent TelCom: Rozumiem, opcja transmisji danych kosztuje 7,90 USD miesięcznie.
Klient: Tak, tylko dla Ciebie. Kosztuje 7,90 USD miesięcznie, a ja chciałbym przejść na usługę Voice only z nieograniczoną liczbą rozmów i SMS-ów oraz opcją transmisji danych.
Agent TelCom: Doskonale, czy to wystarczy?
Klient: Tak, dziękuję. Chciałem się tylko upewnić, że jest pan w pełni świadomy tej kwestii.
Agent TelCom: Jasne James, dam Ci znać w ciągu kilku dni, ponieważ nie ma dokładnej daty, kiedy się z Tobą skontaktuję, ale powinno to nastąpić w ciągu kilku dni.",ID,71,area_code_415,no,no,0,212.1,114,36.06,235.9,91,20.05,207.7,135,9.35,11.3,5,3.05,4
no,,NJ,138,area_code_510,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0
no,"Klient: Um, głos.
Agent TelCom: Ach, więc jest Pan zadowolony z jakości połączeń, czy mogę Panu/Pani zmienić numer na wybrany przez Pana/Panią sposób wysyłania wiadomości tekstowych?
Klient: Um, nie. Wystarczy mi tekst i nic więcej.
Agent TelCom: A co z transmisją danych?
Klient: Um, nie, nie, nic.
Agent TelCom: W porządku, miło mi to słyszeć. Cieszę się, że to słyszę. Jaki jest koszt aktualizacji?
Klient: Um, około 220 dolarów.
Agent TelCom: Świetnie! A czy mogę w przyszłym miesiącu przenieść klienta na nowe konto o wartości 8 USD?",DE,106,area_code_415,no,no,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,2,3.08,0
no,"Klient: Witam, od dłuższego czasu korzystam z usług firmy TelCom i jestem z nich zadowolony, ale chciałbym przejść na wyższą jakość usług. Co by mi Pan zaproponował?
Agent TelCom: Witam, proponuję uaktualnić usługę do pakietu 12 kanałów.
Klient: OK, dobrze. Jeśli chcesz, z przyjemnością zmienię datę zakończenia umowy na dzisiejszą (28.03.2018). Zanim to zrobimy, chciałbym się przyjrzeć pakietowi, który mam obecnie.
Agent TelCom: Jasne, Debra. Czy mogłabyś wziąć",OH,125,area_code_408,no,no,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1
no,"Klient: Chciałbym rozszerzyć mój plan taryfowy na 1 GB danych i chciałbym otrzymać 2 GB danych teraz oraz 5 GB jako doładowanie rachunku co miesiąc po rozszerzeniu planu.
Agent TelCom: Czy są jakieś dodatkowe opłaty, które chciałby Pan dodać, czy też musimy podpisać nową umowę?
Klient: Tak, chciałbym dodać plan taryfowy na 2 GB danych za 15 USD miesięcznie według obecnej stawki. Chciałbym również dodać plan taryfowy na 5 GB danych za 25 USD miesięcznie oraz telefon standardowy za 169,98 USD miesięcznie.
Agent TelCom: Dziękuję .",ID,93,area_code_415,no,no,0,216.2,100,36.75,182.8,136,15.54,237.9,66,10.71,7.8,3,2.11,2
yes,"Klient: Od jakiegoś czasu dostaję dużo statystyk na mój telefon. Ostatnie statystyki, które dostałem, były sprzed 4 godzin, ale nie ma ich na moim koncie. Ostatnie statystyki dostałem tuż przed 15:00, więc teraz wysyłają moje statystyki na czyjś telefon. Muszę więc je usunąć, aby nie były wysyłane na czyjś telefon. Zastanawiam się też, dlaczego nie pozwalają mi zrobić tego online, zamiast w wiadomościach.
Agent TelCom: Kiedy statystyki są pobierane z telefonu, są one wyświetlane na koncie telefonu. Statystyki są wyświetlane w dzienniku rozmów i można zobaczyć, kto z kim rozmawiał.",NJ,53,area_code_408,no,no,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9
no,,CT,174,area_code_415,no,no,0,72.2,80,12.27,173.4,81,14.74,130.1,121,5.85,11.0,5,2.97,2
no,,SD,126,area_code_415,no,yes,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3
no,,HI,79,area_code_415,no,no,0,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1
no,"Klient: Nie jestem pewien, ale chciałbym dokonać aktualizacji.
Agent TelCom: To dobrze i ma Pan stuprocentową rację. Czy mam teraz przenieść klienta do naszego internetowego arkusza cenowego, czy też będzie on musiał korzystać z dotychczasowych danych?
Klient: Nie ma sprawy. Pierwszy raz korzystam z tego typu rozwiązań, więc jestem bardzo zdezorientowany.
Agent TelCom: W porządku, sprawdźmy to.
Agent TelCom: W porządku, a teraz przeniosę Cię do naszego internetowego cennika.
Klient: A to nie działa.
",OK,101,area_code_408,no,no,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3
yes,,OK,154,area_code_415,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0
no,"Klient: Jedynym warunkiem mojej obecnej umowy jest to, że w przypadku wygaśnięcia umowy i konieczności przeniesienia się z Meksyku do Stanów Zjednoczonych będę musiał uiszczać dodatkową opłatę miesięczną.
Agent TelCom: A z jakiego powodu musiałby Pan płacić tę dodatkową opłatę miesięczną w porównaniu z normalną opłatą miesięczną?
Klient: W większości przypadków inne usługi dostępne na rynku, takie jak telefony i usługi, działają tak samo. W przypadku problemów z innymi telefonami musiałbym dokonać aktualizacji.
Agent TelCom: A co będzie Pan przenosił do Stanów Zjednoczonych z Meksyku?
Klient: Z Meksyku, a konkretnie z miasta Gu",GA,120,area_code_510,no,no,0,147.7,101,25.11,144.1,71,12.25,237.0,115,10.67,11.1,5,3.0,0
no,"Klient: Chciałbym uaktualnić zarówno moje usługi głosowe, jak i tekstowe. Czy może mi Pan sprawdzić, ile wyniesie mnie taka aktualizacja?
Agent TelCom: Dziękuję. Zaraz to zrobię. Na ile miesięcy została zawarta obecna umowa?
Klient: Dwa i pół.
Agent TelCom: W takim razie obecna stawka wynosi 122,50 USD miesięcznie.
Klient: Dobrze. Proszę mi powiedzieć, jakie będą nowe stawki.
Agent TelCom: Rozumiem. Aby podwyższyć stawkę za połączenia głosowe, tekstowe lub transmisję danych, należy",MT,80,area_code_510,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0
no,,CA,33,area_code_408,no,no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1
no,,OR,165,area_code_415,no,no,0,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,8,3.35,0
no,"Klient: Głos i tekst.
Agent TelCom: Świetnie. Czy mogę pomóc w przeprowadzeniu aktualizacji?
Klient: Jasne, chcę ją tylko aktywować już dziś.
Agent TelCom: Dziękuję za dzisiejszą rozmowę. Czy może pan przez chwilę odpowiedzieć na jedno z moich pytań?
Klient: Oczywiście. Chcę zmienić plan taryfowy na wyższy w ramach mojego planu Telcom.
Agent TelCom: Dobrze, więc mogę wyjaśnić, jaka jest różnica między połączeniami głosowymi a internetem. Na początek, głos to po prostu modem, którego zadaniem jest wysyłanie, synchronizowanie i odbieranie połączeń i wiadomości.",WV,83,area_code_415,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1
no,,LA,114,area_code_415,no,no,0,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2
no,,RI,190,area_code_415,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1
no,,IL,130,area_code_415,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3
no,"Klient: SMS-y, połączenia głosowe i transmisja danych.
Agent TelCom: Czy jest jakiś szczególny powód, dla którego chciałby Pan przejść na usługi tekstowe?
Klient: Po prostu nie podoba mi się sposób, w jaki brzmi mój SMS!
Agent TelCom: Muszę to sprawdzić z technikiem.
Agent TelCom: Dziękuję za telefon do TelCom. Mam na imię Joe i właśnie rozmawiam z Lawrence'em na temat aktualizacji.
Klient: Miło mi to słyszeć. Ile będzie kosztować modernizacja?
Agent TelCom: Będę musiał sprawdzić to z technikiem.
Agent TelCom: Dziękuję za telefon do TelCom. Nazywam się",HI,137,area_code_510,no,yes,20,268.5,91,45.65,128.8,121,10.95,146.4,98,6.59,12.7,6,3.43,1
no,,HI,24,area_code_415,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0
yes,"Klient: Chcę zrezygnować, ponieważ nie mogę skontaktować się z nikim, kto mógłby wysłać do mnie e-mail. Próbowałem wszystkich kanałów komunikacyjnych, ale bez skutku.
Agent TelCom: Czy może mi pan podać swój adres e-mail, aby potwierdzić, gdzie się pan znajduje?
Klient: Tak, oczywiście. Na pewno dam ci znać.
Agent TelCom: Dobrze, miło się z Panem rozmawiało. Pracujemy na zasadzie prowizji. Ile dostaniemy z powrotem?
Klient: Z przykrością muszę stwierdzić, że przepracowaliśmy dziś dla Pana ponad 100 USD i nie mogę Panu pomóc, ale zastanawiam się, czy mogę otrzymać zwrot kosztów rezygnacji z usługi.",CT,56,area_code_415,no,no,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4
no,"Klient: Przykro mi, ale nie mogę teraz dokonać aktualizacji. Mam umowę do 2018 roku. Co radzi Pan zrobić?
Agent TelCom: OK Henry, przykro mi to słyszeć. Jakie są inne plany, którymi jest Pan zainteresowany?
Klient: Nie, mam nieograniczony.
Agent TelCom: Miło mi to słyszeć. A co z dodatkowym sprzętem, który jest potrzebny do korzystania z tej dodatkowej usługi?
Klient: Nie potrzebuję żadnego dodatkowego sprzętu. Chcę tylko uaktualnić moją obecną usługę.
Agent TelCom: OK, z przyjemnością Ci pomożemy. Oto on",CA,75,area_code_408,no,no,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1
no,,ME,108,area_code_510,no,no,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1
no,"Klient: Cóż, to będzie po trochu wszystkiego. Chciałbym, aby głos działał na moim telefonie komórkowym, ale chciałbym także, aby wysyłano do mnie wiadomości tekstowe i zdjęcia. Chciałbym też mieć możliwość prowadzenia wideorozmów przez telefon komórkowy.
Agent TelCom: Czy może mi Pan dostarczyć kopię rachunku za telefon za bieżący miesiąc, a także szczegóły dotyczące funkcjonowania tego rozwiązania w ramach Pana obecnego planu taryfowego?
Klient: Cóż, rozmowy wideo są dla mnie bardzo ważne i chciałbym mieć możliwość prowadzenia ich przez telefon komórkowy, ale chciałbym też mieć dostęp do Internetu przez",WI,100,area_code_510,no,yes,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0
yes,,ID,103,area_code_415,no,no,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6
no,,ME,120,area_code_510,no,no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2
no,"Klient: Chciałbym zwiększyć mój plan taryfowy na transmisję danych do planu ""Heavy"", ponieważ jestem intensywnym użytkownikiem i chcę mieć możliwość przesyłania strumieniowego wszystkich moich treści. Czy w tej kategorii macie plan ""Heavy""?
Agent TelCom: Nie mamy w tej kategorii planu taryfowego z dużą ilością danych. Obecnie mamy plan taryfowy ""Średni"" z nieograniczoną ilością danych, a domyślnym planem taryfowym jest plan ""Ciężki"".
Klient: OK, dziękuję i zapraszam do kontaktu telefonicznego w każdej chwili. Mam na imię Robert.
Agent TelCom: Dziękuję Robertowi za wybranie TelCom i zaproponowanie aktualizacji umowy już dziś. Jestem tutaj",MS,92,area_code_510,no,yes,27,233.6,126,39.71,152.9,94,13.0,262.1,95,11.79,12.8,4,3.46,1
no,"Klient: Chciałbym podwyższyć taryfę do 50 GB danych z połączeniami głosowymi i 50 GB danych z SMS-ami.
Agent TelCom: Dziękuję Geraldine i życzę miłego dnia.
Klient: Do widzenia.
Agent TelCom: Do widzenia Geraldine i życzę miłego dnia.
Klient: Do widzenia.
Agent TelCom: Do widzenia.
Klient: Bye.
[W rytm piosenki Beatlesów ""Over There""].
To był koniec tej historii z Seriną. 33 450 klientów miało nieszczęśliwy dzień.
30 000 klientów przepakowało Serinę, aby wyglądała o wiele mniej jak",UT,89,area_code_415,no,no,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2
no,"Klient: W TelComie jest kilka pakietów. Chciałbym skorzystać z pakietu, który nazywa się 24/7 paperless billing i jest on dla mnie dostępny. Chciałbym również zamówić aktualizację usługi do 300.
Agent TelCom: Świetnie! Czyli chciałby Pan zmodernizować cały pakiet?
Klient: Tak.
Agent TelCom: Świetnie! Wybierze Pan więc pakiet, który Pan posiada i na jaki pakiet chciałby Pan zmienić usługę?
Klient: Chcę dodać dowolny z pakietów, o których dowiedziałem się tutaj w TelComie. Nie chcę przechodzić na inny pakiet.",NH,146,area_code_510,no,no,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1
no,"Klient: SMS to mój pierwszy wybór, ale obawiam się, że w mojej okolicy nie ma możliwości otrzymania SMS-ów. Czy mogę po prostu korzystać z tego, za co obecnie płacę?
Agent TelCom: Och, to świetny pomysł, Lakisha. Chętnie Ci pomogę. Czy możesz mi powiedzieć, jaka jest Twoja obecna stawka, ile obecnie płacisz?
Klient: Płacę 60 USD miesięcznie za umowę, którą mam od około 5 lat.
Agent TelCom: Czy nadal jest Pan związany umową, którą Pan podpisał?
Klient: Tak, właśnie podpisałem nową umowę.",VT,72,area_code_415,no,yes,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2
no,"Klient: Chciałbym uaktualnić mój plan taryfowy na połączenia głosowe, chciałbym otrzymać nowe minuty i SMS-y.
Agent TelCom: Dobrze, a czy ma Pan/Pani już podpisaną umowę?
Klient: Tak.
Agent TelCom: Dobrze, dzięki Charles. A minimalna miesięczna opłata wynosi obecnie 95 USD?
Klient: Tak, jest.
Agent TelCom: Dobrze. Czy w ciągu najbliższych kilku miesięcy ma Pan/Pani zaplanowanych kilka wizyt serwisowych?
Klient: Tak.
Agent TelCom: Aha, rozumiem. Do czego są one potrzebne?
Klient: Za kilka tygodni mam umówioną wizytę w celu wymiany",NE,82,area_code_408,no,no,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4
no,,IL,66,area_code_415,no,yes,21,134.4,110,22.85,136.2,104,11.58,215.6,105,9.7,9.7,4,2.62,3
no,"Klient: Mam obecną usługę i chciałbym przejść na plan dożywotni, a mój obecny plan ma 2 GB w jedną stronę. Zapłaciłem już 40 USD za 2 GB danych i 10 USD za rozmowy głosowe i SMS-y.
Agent TelCom: Doskonały wybór, Juan. Dziękuję. Mogę zapytać, jak długo pracuje Pan w TelComie?
Klient: Pracuję w firmie TelCom od sierpnia 2004 r., a więc już od 2 lat.
Agent TelCom: Świetnie. Czy mogę zapytać, ile obecnie płaci Pan/Pani za swoje usługi?
Klient: Mam taki sam plan jak poprzednio, ale wprowadzam pewne zmiany.",MD,68,area_code_408,no,no,0,150.4,106,25.57,199.0,131,16.92,109.7,103,4.94,12.3,3,3.32,3
no,,MO,87,area_code_510,no,no,0,261.0,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4,4
no,"Klient: Chciałbym podnieść jakość mojego głosu. Mieszkam w USA.
Agent TelCom: Świetnie, z przyjemnością zaktualizuję nasze usługi, aby umożliwić Ci rozmowę z nami za pośrednictwem aplikacji. Chciałbym również, abyś sprawdził swój stary telefon pod kątem ewentualnych nieuczciwych opłat lub ustawień, które mogły ulec zmianie od czasu, gdy dzwoniłeś do TelCom. Czy chcesz spróbować porównać swój stary numer?
Klient: Jasne, ale nie mogę go znaleźć.
Agent TelCom: Dobrze, mogę go znaleźć. Tutaj można spróbować porównać swój stary numer dial-up...
Klient: Nie, to nie działa na moim starym numerze.",KY,57,area_code_415,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1
no,"Klient: Chciałbym przejść na całkowicie cyfrowy pakiet telefoniczny, który umożliwi mi odbieranie połączeń głosowych, wiadomości tekstowych i wszystkich danych w ramach jednego kompleksowego pakietu.
Agent TelCom: Doskonale. Jeśli chciałby Pan usłyszeć demonstrację działania tych całkowicie cyfrowych pakietów, możemy to zrobić.
Klient: Wystarczy kliknąć poniższy przycisk, aby rozpocząć bezpłatną demonstrację.
Agent TelCom: Dziękuję Donna, teraz chciałbym pokazać Ci, jak działają te całkowicie cyfrowe pakiety. Twój pakiet obejmuje teraz 10 domowych połączeń telefonicznych, 10 wiadomości tekstowych, 10 wiadomości MMS i 10 wiadomości danych. A więc .",OR,66,area_code_408,no,no,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1
no,"Klient: Chciałbym przejść na VoIP
Agent TelCom: Dlaczego chce Pan/Pani przejść na VoIP?
Klient: Cóż, jestem właścicielem małej firmy i staram się znaleźć najlepszy sposób na osiągnięcie jak największych korzyści z mojej działalności. Dzisiaj zadzwonił do mnie klient, który chciał uaktualnić swoją umowę. Powiedział mi, że nie może zawrzeć umowy z firmą TelCom i że chce przejść na VoIP oraz że będzie płacić za to bardzo wysokie stawki. Powiedziałem mu, że nie będą nic płacić za VoIP, a on zapytał, czy może zmienić swój plan na VoIP?",IA,126,area_code_408,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2
no,"Klient: Cóż, jestem bardzo zadowolony z połączeń głosowych i wiadomości tekstowych, które otrzymuję od TelCom, a oferta w mojej umowie jest całkiem niezła na ten sam telefon, co w poprzednich miesiącach. Nie jestem zainteresowany aktualizacją danych i chciałbym zatrzymać mój obecny telefon.
Agent TelCom: Rozumiem, rozumiem. Najlepszą rzeczą, jaką możemy zrobić, jest anulowanie obecnej umowy i natychmiastowa aktualizacja do takiego samego telefonu, jak w poprzednich miesiącach. Jak może mi Pan powiedzieć, co powinniśmy zrobić?
Klient: Nie jestem zainteresowany aktualizacją umowy i nie chcę płacić więcej za ten sam telefon, co kilka lat temu.",ND,167,area_code_408,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2
no,"Klient: Nie jestem pewien, jak to się nazywa, co byłoby pierwszą rzeczą, którą bym zmodernizował.
Agent TelCom: Postaram się to dla Pana zdobyć, a w razie pytań może Pan do mnie zadzwonić o każdej porze.
Klient: Dobrze, dziękuję, Jeffrey. Do widzenia. Gotowy do wyjścia?
Klient: Tak jest dobrze. Czyli dajecie mi uaktualnienie, tak?
Agent TelCom: Tak.
Klient: Dobrze, więc porozmawiamy o moim pakiecie, o tym, co to jest i jaka jest jego cena, a potem powiesz mi, jak to zrobić.",OH,165,area_code_510,no,no,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0
no,"Klient: Chcę przejść na usługę 100 megabitów. Obecnie płacę 84,79 USD miesięcznie za 50 megabitów i chcę uzyskać 100 megabitów za 15,19 USD miesięcznie.
Agent TelCom: Dobrze, dziękuję za zainteresowanie. Jak długo trwa modernizacja?
Klient: Zamierzam ją zamówić jeszcze dzisiaj i wkrótce się tym zajmę.
Agent TelCom: Dziękuję. Czy chciałby Pan zacząć od 1 gigabajta?
Klient: 1 gigabit.
Agent TelCom: Ok, mogę rozpocząć świadczenie usługi od 1 gigabita. Jak długo chce Pan",TN,137,area_code_408,no,no,0,75.8,107,12.89,256.9,98,21.84,204.4,118,9.2,10.5,3,2.84,2
no,"Klient: Mam jeszcze jedno pytanie, mam konto wieloliniowe w Telcom i zastanawiam się, czy mogą użyć mojego numeru telefonu, aby obniżyć plan na plan telefoniczny bez umowy?
Klient: Tak, mam tylko ogólne pytania dotyczące aktualizacji planu taryfowego i różnych opcji, które są w ofercie.
Agent TelCom: W porządku, dziękuję. Kiedy po raz ostatni został zaksięgowany rachunek za telefon?
Klient: Nie wiem, na co go rezerwowałem, bo nie pamiętam, to było dawno temu.
Agent TelCom: Zaksięgowałeś rachunek i nie pamiętasz, za co?",NY,111,area_code_415,no,no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0
no,,MO,42,area_code_415,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2
yes,"Klient: To nie jest tak, jak pan powiedział, ale ja po prostu nie mogę być już szczęśliwy.
Agent TelCom: Muszę poznać Cię Williamie, ale zanim to zrobię, będę potrzebował kilku dodatkowych informacji. Po prostu odpowiedz na moje pytania najlepiej, jak potrafisz.
Klient: Jestem bardzo niezadowolony z usług i chciałbym rozwiązać umowę.
Agent TelCom: Nie ma sprawy. Czy mogę zapytać, co jest nie tak?
Klient: Jestem po prostu trochę rozczarowany usługą i chcę się zrelaksować.
Agent TelCom: Widzę, że nie ma Pan dużego doświadczenia i mówi Pan w innym języku. Czy mogę zadać kilka pytań?",TN,80,area_code_415,yes,no,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1
yes,"Klient: Mam problemy z moją firmą telekomunikacyjną.
Agent TelCom: Aha, rozumiem. Chciałbym pomóc, ale obawiam się, że nie będę mógł, jeśli klient nie będzie chciał ze mną rozmawiać.
Klient: Dobrze, chciałbym się tylko dowiedzieć, czy można zmienić temat?
Agent TelCom: Myślę, że tak. Może zaczniemy od pytania, czy można zmienić temat?
Klient: No cóż, jest. Czy wie pan może, gdzie mogę uzyskać więcej informacji?
Agent TelCom: No to zaczynamy. Myślę, że potrzebuje pan pomocy w zakresie obsługi.
",NJ,112,area_code_408,no,no,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1
no,"Klient: Oddzwonię do pana w tej sprawie.
Agent TelCom: Miło mi to słyszeć, Pam. W porządku, co powiesz na uaktualnienie Hyperiona?
Klient: Tak, poproszę o upgrade do Hyperiona.
Agent TelCom: Dzięki Pam. W porządku, sprawdzę, czy mamy coś dla Ciebie na dziś. Wkrótce do Pani przyjdę.
Klient: Och, bardzo dziękuję. Na pewno oddzwonię.
Agent TelCom: Dziękuję Pam za telefon do TelCom. Wkrótce się z Panią połączę.
Klient: Err, I don't have a",KY,108,area_code_408,no,no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2
no,,VT,63,area_code_415,no,no,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2
no,"Klient: Rozmawiałem z serwisem TelCom i chcą, abym dokonał upgrade'u do Voice and Text.
Agent TelCom: A co z danymi?
Klient: Mam 4 GB danych, więc chciałbym uaktualnić do 4 GB danych.
Agent TelCom: Świetnie Sandra, możesz zachować swój obecny plan taryfowy, jest on w porządku.
Agent TelCom: A co z czasem, jaki trzeba odczekać po aktualizacji?
Klientka: Nie trzeba. Będę czekał około 2 tygodni po aktualizacji. Jestem zajętą osobą.
Agent TelCom: Wspaniale. Czy ma Pan/Pani do mnie jakieś pytania?",NH,119,area_code_408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3
no,"Klient: Pytam o aktualizację moich połączeń głosowych i tekstowych na transmisję danych.
Agent TelCom: Wszystko powyższe, tak?
Klient: Właściwie to chciałbym podwyższyć jakość moich połączeń głosowych i tekstowych, ponieważ potrzebuję ich do pracy.
Agent TelCom: Proszę do mnie oddzwonić za chwilę i dać znać, czy mogę pomóc. Przepraszam, że nie jestem w stanie dzisiaj pomóc, ale na pewno wkrótce się do Pana odezwę.
Klient: Oddzwoniłem i rozmawiałem z kierownikiem TelCom, który powiedział mi, że to zależy od numeru telefonu. Zazwyczaj .",ND,120,area_code_415,no,no,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2
no,,TN,103,area_code_415,no,no,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1
no,"Klient: Um, będę musiał przejść na FaceTime.
Agent TelCom: Ach, FaceTime?
Klient: Tak, chcę używać FaceTime do wideorozmów. Mam FaceTime już od około półtora roku i jest bardzo dobry, więc chcę go zatrzymać.
Agent TelCom: Aha, rozumiem. Chcesz więc unowocześnić FaceTime, aby móc prowadzić wideorozmowy. Ile będzie Cię to kosztować? Jaka jest całkowita kwota za usługę?
Klient: 8 dolarów miesięcznie.
Agent TelCom: Dobrze, podam panu całkowitą kwotę za",NM,148,area_code_408,no,no,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2
yes,"Klient: Cóż, od lat korzystam z usług TelCom i jestem bardzo zadowolony z usług, dlatego postanowiłem rozwiązać umowę.
Agent TelCom: Dobrze, rozumiem. Jak długo korzysta Pan z usług TelCom i ile w sumie zapłacił Pan za nie pieniędzy?
Klient: No więc, tygodni, chyba sześć miesięcy, 98,99 USD miesięcznie.
Agent TelCom: To bardzo rozsądna cena. Jaki jest problem z TelComem? Co się stało?
Klient: Cóż, mam wrażenie, że przez większość czasu nie odbierają moich telefonów.",MT,125,area_code_510,no,no,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4
yes,"Klient: Jak już mówiłem, moja stawka wynosi 15 dolarów miesięcznie, a ja nie mogę uzyskać obiecanej mi usługi telefonicznej i od kilku tygodni nie otrzymuję rachunku za telefon.
Agent TelCom: Holly, rozumiem, że jesteś bardzo niezadowolona i chciałabyś zrezygnować z tej usługi. Ale to bardzo niefortunne, ponieważ mamy bardzo konkurencyjne stawki i uważamy, że jesteśmy najlepsi w branży, a nie chcemy tracić naszych klientów.
Klient: Chciałbym porozmawiać z kimś wyższym rangą w firmie, aby dowiedzieć się, co się dzieje.
Agent TelCom: Cóż, Holly, ja",IA,40,area_code_510,no,no,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4
