churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,,NM,1,area_code_510,no,yes,26,69.7,84,11.85,250.4,79,21.28,230.2,122,10.36,8.3,3,2.24,2
no,,WI,111,area_code_415,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2
no,"Klient: Chciałbym uaktualnić do 6 nieograniczonych danych, głosu i tekstu tylko na moim telefonie.
Agent Telcom: OK, sprawię, że będziesz działać w mgnieniu oka.Więc możesz zacząć teraz.To będzie telefon typu aktywacji po wyjęciu z pudełka.Czy chcesz, żebym poszedł dalej i umieścił swój nowy numer teraz, czy musisz do nas zadzwonić?
Klient: Mam to teraz.
Agent Telcom: Gratulacje Mary.Możesz teraz zacząć korzystać z nowego telefonu Telcom bez opłaty aktywacyjnej.Więc możesz teraz iść naprzód i zrobić wszystko ze swoim Telcom",AL,149,area_code_415,no,yes,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2
no,"Klient: Korzystam z Telcom od około 3 lat i naprawdę lubię korzystać z ich usług.Mam osobistą linię, a ich stawki są świetne.Nigdy nie miałem problemu z usługą.Jednak naprawdę muszę zaktualizować usługę telefoniczną do nowego telefonu.
Agent Telcom: Przepraszam Lara, nie masz szczęścia.Nie oferuję żadnych aktualizacji telefonu ani aktualizacji istniejących linii.Musiałbym skierować się, udzielić kredytu w sklepie lub coś do zakupu telefonu.
Klient: Nie wiem.Próbowałem zadzwonić i wszystko było takie samo.Ja",OK,121,area_code_408,no,yes,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4
no,"Klient: Chciałbym zaktualizować cenę mojego pakietu.
Agent Telcom: Hmm, zobaczmy tutaj… W naszym nowym planie pakietu oferujemy następujące plany:
Głos - 30 USD miesięcznie
Tekst - 20 USD miesięcznie
Dane - 15 USD miesięcznie
Mój plan to „Voice - 35 USD miesięcznie”.
Na koncie możesz mieć inny pakiet „SMS -ów - 20 USD miesięcznie”.Zamierzam podpisać więcej z dwóch stawek i przekazać dziś moje konto.
Klient: OK.
Agent Telcom: Jest bardzo ważna rzecz, której potrzebujemy",PA,52,area_code_408,no,no,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1
no,"Klient: Mam początkowy pięcioletni plan za 39,95 USD i chciałbym zaktualizować do nowego pakietu.
Agent Telcom: OK, Jose, potrzebuję, abyś wypełnił ten formularz.Jedyną rzeczą, o której powinieneś być świadomy, że nie dokonujemy aktualizacji ani nie przesyłamy Twojej usługi.Będziesz musiał z nami przejść nową umowę serwisową.Pamiętaj więc, że jest to bardzo poufne.
Klient: W porządku, więc jaki jest ten nowy pakiet, który chcę?
Agent Telcom: Nazywam się Janet i będę cię mieć",LA,143,area_code_415,no,no,0,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3,0
no,"Klient: Mam pakiet planów głosowych i tekstowych i chciałbym dokonać aktualizacji głosu.
Agent Telcom: Świetny, świetny.Jak długo musisz czekać między aktualizacjami?Miesiąc?Dwa miesiące?Rok?
Klient: Chyba dwa miesiące.
Agent Telcom: Świetnie, dzięki.Skąd więc znasz faktyczną liczbę minut, na których obecnie jesteś?Dwa, trzy, cztery, pięć, sześć, siedem, osiem lub dziewięć?
Klient: Czekałem na ostatnie trzy, cztery lub pięć.Powiedziano mi, że wszystko, co muszę zrobić, to poczekać na Telcom i",PA,53,area_code_415,no,no,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3
no,"Klient: Nie mam dużo jednostek i chcę uaktualnić do 1 koncertu.
Agent Telcom: Czy chciałbyś porozmawiać z przełożonym?
Klient: Jasne.Mogę porozmawiać z osobą korporacyjną, ale tak naprawdę nie jestem zadowolony z tego, jak mnie traktowali.Chciałbym uaktualnić dane.
Agent Telcom: Jesteś na Telcom i nazywam się Mary.Czy mogę zacząć od otrzymania twojego imienia i numeru telefonu?
Klient: Tak, cześć.To Kathy, a mój numer telefonu to 8964822385.
Agent Telcom: Dziękuję Kathy.I jak",VT,120,area_code_415,no,no,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0
no,"Klient: Chcę tylko zachować swój obecny plan, aby nie musiałem płacić za drugi rok!
Agent Telcom: Jasne Annie.Dostępnych jest kilka różnych pakietów, dzięki czemu możesz wybrać to, co lubisz.
Agent Telcom: Jaki jest przybliżony koszt aktualizacji?
Klient: Cóż, zależy to od wybranego pakietu.Dodatkowe dane będą nas kosztować około 20,00 USD miesięcznie.
Agent Telcom: Świetnie!Jak chciałbyś to zrobić?
Klient: W tej chwili mam instalację oprogramowania, więc skontaktuję się z Tobą.Jestem",KS,123,area_code_415,no,no,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2
yes,,VT,113,area_code_415,no,no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1
no,"Klient: Jasne, wiesz, jestem bardzo zadowolony z tej usługi.Jestem po prostu ciekawy, wiesz, czy mógłbym mieć oba.
Agent Telcom: Oczywiście kwalifikujesz się do bezpłatnej aktualizacji nowej usługi.
Agent Telcom: Świetnie, jestem Lisa.Tak więc, jeśli chcesz zaktualizować swoją usługę, kliknij tutaj.A w przypadku najnowszych wiadomości telewizyjnych zwiększamy nasz personel wsparcia o ponad 15% i ciągle zatrudniamy więcej konsultantów i techników.Mamy nadzieję, że spodoba ci się nasza nowa usługa i czekamy na spotkanie z Tobą wkrótce.
Klient: Dziękuję",FL,110,area_code_415,no,no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4
no,"Klient: Niestety nie mogę uaktualnić głosu.Obecnie mam plan nieograniczony Telcom i mam tylko głos.
Agent Telcom: OK, dziękuję za zrozumienie i uprzejmie podaj mi szczegóły zmiany lub możesz anulować usługę w dowolnym momencie.
Klient: W porządku, idę dalej.Nie chcę tego zatrzymać.
Agent Telcom: Świetnie.A ostatnie pytanie, czy masz coś przeciwko, jeśli zapisam, że rozmawiasz ze mną bez twojej wiedzy?
Klient: Nie, nie ma problemu.Cieszę się, że mogę ci pomóc.Dzięki za rozmowę ze mną.
Agent Telcom:",MI,62,area_code_415,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1
no,"Klient: Ten ostatni chciałbym.
Agent Telcom: Świetnie, więc chcesz uaktualnić do planu cyfrowego?
Klient: Tak, bardzo.
Agent Telcom: Dobra, dziękuję bardzo.Czy chciałbyś to również wymienić na tańszy podstawowy plan?
Klient: Um, tak, i stąd?
Agent Telcom: Tak, więc możemy go zamienić na Twój podstawowy plan.I to 13 USD miesięcznie na głos, tekst lub dane.Czy masz przydatne dane dotyczące płatności?
Klient: Dostanę je do ciebie.Pracuję nad tym teraz",WA,13,area_code_510,no,yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2
no,,RI,99,area_code_510,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3
no,,CT,89,area_code_415,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1
yes,,ID,103,area_code_415,no,no,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6
no,"Klient: Chciałbym zaktualizować mój pakiet 3G do LTE w USA i jestem gotów zapłacić bieżącą stawkę.To 12 USD miesięcznie.
Agent Telcom: Jasne, więc czy możesz przesłać nam faks kopię bieżącej umowy?
Klient: Cóż, myślę, że wolałbym nie przejść przez tego ponownie.
Agent Telcom: OK, więc możemy faksować Ci kopię umowy, może faksem na numer 1-800?
Klient: Jasne, dlaczego nie?
Agent Telcom: abyśmy mogli porozmawiać z agentem pod tym numerem, a ponieważ jesteś na 1-800",NH,152,area_code_510,no,no,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,9.0,2,2.43,1
no,"Klient: Chciałbym uaktualnić do nieograniczonego tekstu i rozmawiać jednocześnie.
Agent Telcom: Ahh tak, dziękuję William.Jak długo to potrwa?
Klient: Właściwie…
Agent Telcom: Fiilti600, U-Verse czy Verizon Fios?
Klient: LTE, myślę, dobrze.Bardzo miło słyszeć.Jak długo zajęłoby ulepszenie usługi?
Agent Telcom: Cóż, nie wiem dokładnie, ile to potrwa, ale wiem, że po otrzymaniu płatności będziemy z tobą współpracować, aby zaplanować aktualizację, a potem mogę cię zdobyć",NE,66,area_code_415,no,no,0,34.0,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0
no,"Klient: głos?Nie wiem co to jest.
Agent Telcom: OK, więc zainstalowałem nowy DMR na twojej linii i wydaje się, że działał dobrze i z powodzeniem otrzymuje połączenia dzisiaj.Mam kilku innych klientów, którzy mają również dokładnie ten sam problem i prawdopodobnie byłoby to to samo, czego doświadczasz z linią.Opcją, którą mamy, aby uaktualnić, jest przeniesienie numeru telefonu z jednego konta Telcom na inne konto Telcom.Nowe konto Telcom będzie miało nowy numer telefonu, którego możesz użyć, aby zadzwonić do Telcom, a numer telefonu na starym koncie Telcom",CT,94,area_code_415,no,no,0,200.2,113,34.03,128.9,116,10.96,278.9,109,12.55,10.4,5,2.81,0
no,"Klient: głos.
Agent Telcom: Świetnie, będę miał technika utworzyć dla Ciebie nowy pakiet.Możesz anulować w dowolnym momencie.
Klient: OK.Jak szybko mogę spodziewać się otrzymania tego pakietu?
Agent Telcom: do tygodnia.
Agent Telcom: I możesz zabrać telefon gdziekolwiek?
Klient: OK.Dziękuję Ci.
Klient: Dziękuję bardzo.
Klient: Czy możesz mi trochę opowiedzieć o swojej firmie.
Klient: Jestem emerytowanym nauczycielem szkół publicznych mieszkających na Florydzie.Mam własny dom, dwa samochody, dwa psy i",GA,57,area_code_408,yes,yes,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2
no,"Klient: Chciałbym zaktualizować usługę głosową.
Agent Telcom: Och, przepraszam.Jesteś już zaktualizowany.
Klient: Czy to duplikat?
Agent Telcom: Nie, to nie jest duplikat.Ten sam pakiet, dane 8 GB za 64,99 USD.
Agent Telcom: Świetnie.Jak mogę ci pomóc Richardowi?
Klient: Chciałbym zaktualizować usługę tekstową.
Agent Telcom: Och, tak mi przykro Richard.Przepraszam, że tego nie rozumiem.Jak chcesz, żebym pomógł Ci w Twojej prośbie?
Klient: Chciałbym zaktualizować mój",CT,103,area_code_510,no,no,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0
no,"Klient: Daj mi minutę.Chciałbym uaktualnić do usługi 1P.
Agent Telcom: Dziękuję, Brenda.To jest Edith, nazywam się Edith i to jest mój przełożony.Czy masz plan 1p?
Klient: Tak, myślę, że to mój pierwszy telefon i chcę uniknąć opłaty za nadwyżkę, czy to prawda?
Edith: Dobra, to zależy.Zobaczmy dwa lata, a potem mogę poprosić o aktualizację.
Klient: OK, zobaczmy.Chciałbym zaktualizować do opcji 5p 4G.",IN,130,area_code_408,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1
no,"Klient: Chciałbym zaktualizować głos do rozmowy i SMS -ów do danych.
Agent Telcom: W porządku, mam kogoś oddzwonienia.
Klient: Świetnie, zadzwonię później później, dobrze?
Agent Telcom: Dobra, dziękuję.A czy wysyłasz mi adres e -mail, aby je wysłać?Mogę przekazać do nich twoją pocztę.
Klient: Tak, mój adres e -mail to elaine'smail@telcom.com.Dam im znać, że zadzwoniłeś.
Agent Telcom: Dobra, dzięki za zadzwonienie.Byłoby miło cię usłyszeć, co byś byś",IL,48,area_code_510,no,no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0
yes,"Klient: Cóż, mam problemy z Teltel.Właśnie zadzwoniłem, a osoba przez telefon jest bardzo niegrzeczny.
Agent Telcom: O mój Boże, co szkoda.Nie słyszałem o czymś takim.Jaki masz problem?
Klient: Cóż, moje połączenie internetowe jest powolne i opóźnione, a ja chciałem tylko anulować umowę.
Agent Telcom: Och, daj mi kolejną szansę.Właśnie podałem nowy telefon, spróbuj ponownie.
Klient: OK, dziękuję.Byłem więc bardzo niezadowolony z tej usługi i chciałbym anulować umowę.
Agent Telcom: Wow, ja",NJ,134,area_code_510,no,yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2
no,,TN,176,area_code_415,no,yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1
no,,NV,116,area_code_510,no,yes,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2
no,"Klient: głos i dane.
Agent Telcom: Świetnie.Cóż, jest kilka rzeczy, które musimy z tobą porozmawiać, aby zapewnić, że ta aktualizacja odniesie sukces i będzie to dla Ciebie tak proste.Przede wszystkim potrzebujemy podpisania umowy i umowy adwokackiej.
Klient: Co to są?
Agent Telcom: Umowa o władzę adwokacką da ci fizyczny dokument do podpisania, który potwierdza, że masz 19 lat i że rozumiesz, że podpisujesz dokument z własnym pełnym organem prawnym i że nigdy nie zostaniesz prawnie odpowiedzialny",WI,142,area_code_408,no,yes,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0
no,"Klient: Chcę zaktualizować usługę telefoniczną, proszę o wszelkie promocje?
Agent Telcom: Och, jeśli masz jakikolwiek rodzaj promocji lub zniżki, powiedz agentowi.
Klient: Mam zniżkę i szukam zniżki na plan głosowy.
Agent Telcom: Świetnie!Więc jeśli masz zniżkę na swój plan głosowy na głos i tekst, czy możesz po prostu podać mi numer?
Klient: Jestem na 800-937-5913, 866-336-6333 i dzwonię, aby zaktualizować usługę telefoniczną.
Agent Telcom: Używasz t",OR,69,area_code_415,no,no,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0
no,"Klient: Szukam głosu, ale pytanie brzmi, czy oferujesz opcje planu telefonii danych, czy po prostu głos?
Agent Telcom: To świetne pytanie.Patrzymy się dla ciebie.
Klient: Dziękuję.I dasz mi znać, jeśli zobaczysz jakieś miejsca?
Agent Telcom: W porządku stary, to cudowne i czy możesz wysłać mi wiadomość tekstową, jeśli jesteś w stanie?
Klient: Byłoby świetnie.Cóż, po prostu aktualizacja będzie przez telefon.Nie wiem, czy powinienem zadzwonić, czy nie?
Agent Telcom",VA,84,area_code_415,no,no,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2
no,,WA,157,area_code_415,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1
no,"Klient: Chciałbym zaktualizować mój plan głosowy tutaj z Telcom.
Agent Telcom: Okej, proszę pana, mam jeden z najlepszych planów głosowych.Będę z tobą szczery, nie jest to jedna z najlepszych w kraju.Wyjaśnię ci za opłatę w wysokości 10,50 USD miesięcznie lub 50 USD rocznie.Damy ci kopię planu i wyjaśnimy ci, jeśli uważamy, że jest to najlepszy plan dla Ciebie i to, co to pociąga za sobą.A jeśli się na to zgodzisz, wprowadzimy zmiany w status quo i zajmie to tak, jak",FL,22,area_code_415,no,no,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2
no,"Klient: Ach, jestem klientem Telcom od dwóch lat.Mogę tylko wybrać dane.
Agent Telcom: Więc byłbym w stanie mieć głos i tekst i wszystko działałoby dobrze?
Klient: Tak, wszystko by działało dobrze.
Agent Telcom: Świetnie!Czy chciałbyś to teraz zrobić?
Klient: Tak, chciałbym to zrobić teraz.
Agent Telcom: Świetnie!Teraz, jeśli uda mi się po prostu wprowadzić twoją obecną umowę do długopisu, czy podasz mi swój numer telefonu?
Klient: Tak, mam twój obecny numer telefonu, który to 46926730",IL,86,area_code_415,yes,no,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1
no,,GA,76,area_code_408,no,no,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0
yes,"Klient: Usługa internetowa jest sporadyczna i wolniejsza niż kiedyś.Szybkość prędkości jest również powolna.Po prostu naprawdę muszę jak najszybciej zwrócić sprzęt.
Agent Telcom: Och, to wstyd, ale możemy za chwilę porozmawiać.Muszę teraz zadać kilka innych pytań.
Klient: Jasne.Jakie są problemy z modemem na twoim końcu?
Agent Telcom: nic technicznego, tylko trochę problemu z połączeniem.Prędkość jest dobra, ale jest to tylko problem z połączeniem.
Klient: Sprawdziłem prędkość Internetu i przechodzi dobrze na moje połączenie.",IN,113,area_code_415,no,no,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,2,2.0,1
no,,WV,84,area_code_408,no,no,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1
yes,"Klient: Cóż, jestem samotną matką i martwię się, jak długo będę musiał poczekać, aż moje dziecko będzie w stanie dostać się do sieci szkoły.Patrzę na to od kilku tygodni i po prostu nie sądzę, żeby były uczciwe.
Agent Telcom: O nie, zdecydowanie nie - masz wspaniałe dziecko.I dlatego jesteśmy tu dzisiaj, aby pomóc.Więc co chcielibyśmy zrobić najpierw?
Klient: Cóż, jeśli możesz po prostu sprawdzić swoje rekordy i zobaczyć, ile razy mogłem skorzystać z usługi, aby zadzwonić do szkoły i upewnić się, że działa, zanim zakończę umowę.
Teren",SC,101,area_code_415,no,no,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4
no,"Klient: Przepraszam, że nie mamy nic do głosu, ale mamy dane.
Agent Telcom: W przypadku klarowności chcesz aktualizować głos, tylko dane pozostaną takie same.Gotowy do zamówienia?
Klient: Tak, zacznij od podania numeru telefonu, a otrzymam instrukcje wysłane do domu.
Klient: Witam.To bardzo ważna rozmowa.Muszę zaktualizować usługę linii głosowej ... moja usługa telefonu domowego jest z Telcon.Telcon chce, żebym zaktualizował moją usługę telefoniczną do Telcom.Potrzebuję kredytu 40 USD, które można zastosować do numeru telefonu Telcom.",IA,197,area_code_415,no,no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0
no,"Klient: Chciałbym zaktualizować mój plan Verizon do planu Verizon Unlimited 4G LTE.
Agent Telcom: Doskonały, jak długo chciałbyś poczekać na ulepszenie?
Klient: Chciałbym poczekać 3 tygodnie na aktualizację.
Agent Telcom: Przepraszam, nie mam dokładnego czasu na czekanie.Mogę dać ci przybliżone oszacowanie czasu, w którym zajmie.
Klient: Zwykle uaktualniam telefon co 2 lata, ale wolałbym poczekać i być pewien.W życiu dużo się dzieje i chcę tylko upewnić się, że widzą, że ja",ME,28,area_code_415,no,no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3
no,"Klient: głos, tekst lub dane.
Agent Telcom: Dziękuję John, czy masz jakieś pytania dotyczące aktualizacji?
Klient: Byłbym wdzięczny, gdybyś mógł przeprowadzić mnie przez ten proces.Twój system rozliczeniowy nie wydaje się mieć sposobu na wskazanie, które usługi są dostępne na których z trzech poziomów.Czy istnieje sposób, aby zgłosić poziomy danych, które chcę zaktualizować?
Agent Telcom: Nie mamy żadnych informacji na ten temat.Dziękuję za uwagę.A najlepsze miejsce do zapytania jest nasze call center, 919-733-8591.
Klient: To najlepsze miejsce",OK,79,area_code_510,no,no,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1
no,"Klient: Planuję uaktualnić do 4G LTE.
Agent Telcom: 4G LTE?Nie wiem, czy jest to dostępne w Twojej okolicy, ale jestem pewien, że mogę ci zdobyć 2G, co jest rozsądne dla twojej sytuacji.
Klient: W porządku, wygląda na to, że będzie to kosztować 60 USD miesięcznie.
Agent Telcom: cena jest prawidłowa.Damy Ci tylko dodatkowy miesiąc i poinformujemy, kiedy jest dostępny.Nazywam się Micheasz.Czy mogę otrzymać twoje imię i numer telefonu?
Klient: Nazywa się Melva, właśnie nazwałeś mnie Mel",MO,45,area_code_408,no,no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1
no,,MO,55,area_code_510,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0
no,"Klient: Chciałbym zaktualizować pakiety głosowe i tekstowe do planów głosowych i tekstowych.
Agent Telcom: Świetnie!Jakie są szczegóły dotyczące aktualizacji?
Klient: Cóż, początkiem aktualizacji jest Voice za 38,95 USD miesięcznie, a następnie 30 -dniowy bezpłatny proces tekstowy, który wynosi kolejne 18,95 USD miesięcznie.
Agent Telcom: Świetnie!Tak więc są to opłaty za początkowe za głos i tekst.Będę potrzebować twojego adresu rozliczeniowego, daty urodzenia, dziennych i nocnych numerów telefonów.
Klient: Świetnie, dziękuję.D-",MI,142,area_code_415,yes,no,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1
no,"Klient: Chciałbym zaktualizować mój plan do planu danych.
Agent Telcom: Dobra, dziękuję Karen.Czy jest powód, dla którego nie chcesz aktualizować?
Klient: Mieszkam w małym miasteczku i nie chcę, żeby moje imię było w Internecie.To zrujnowałoby moją reputację.
Agent Telcom: Ok, Karen, czy jest coś jeszcze, w czym mogę ci dzisiaj pomóc?
Klient: Zadzwonię, aby porozmawiać z moim menedżerem za kilka.Przykro mi to słyszeć.
Agent Telcom: Dobra, dziękuję Karen.Miłego dnia.
Mam nadzieję, że tak było",WY,116,area_code_510,no,yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2
no,"Klient: Wszystkie trzy.
Agent Telcom: I czy mogę być pewien, że uhonorujemy twoją prośbę i że o to, o co prosisz nas, jest tym, czego chcesz?
Klient: Oczywiście.
Agent Telcom: Czy mogę być pewien, że aktualizacja odbędzie się za dwa dni?
Klient: Oczywiście.
Agent Telcom: Czy mogę być pewien, że nie zostaniesz obciążony opłatą za anulowanie zgodnie z istniejącą umową?
Klient: Tak, proszę.
Agent Telcom: Czy mogę być pewien, że zostaniesz zaliczany w tej samej stawce, co obecnie otrzymujesz dla swojej usługi?",NE,88,area_code_408,no,yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2
no,,NC,118,area_code_408,yes,yes,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1
no,"Klient: Zaktualizowany plan to dane i chciałbym mieć 911.
Agent Telcom: Dobra, pozwól mi zobaczyć, czy możemy uzyskać nowy plan, Jeffrey.
Klient: Tak, możesz.Chciałbym zaktualizować mój plan do 32 GB.
Agent Telcom: Dziękuję Jeffrey.Udowodnij, że masz najnowszy telefon z Telcom i kompatybilny telefon.
Klient: OK, najpierw dziękuję za odebranie telefonu.A po drugie, proszę o przesłanie telefonu, który mam obecnie w posiadaniu.
Agent Telcom: OK, wyślę to w przyszłym tygodniu.",MN,98,area_code_415,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3
no,"Klient: Chciałbym zaktualizować usługi głosowe i tekstowe.
Agent Telcom: Świetnie, wygląda na to, że to dla Ciebie działało.Najpierw zalecamy zmianę usługi głosowej, a następnie uaktualnianie usługi telefonicznej.Mamy pełną linię telefonów Telcom i poziomu 3 oraz szereg różnych planów, które oferujemy, w tym brak kosztów wstępnej dla każdego nowego telefonu Telcom i poziomu 3.Tel-COM wprowadził również plan nowego działania o nazwie Tel-Com Signature, który oferuje ludziom możliwość natychmiastowej aktualizacji za nawet 10 USD miesięcznie, jeśli zdecydują się to zrobić.Sprawdź nasz Tel-Com",SC,111,area_code_415,no,no,0,110.4,103,18.77,137.3,102,11.67,189.6,105,8.53,7.7,6,2.08,2
no,"Klient: Chciałbym zaktualizować do 300 wiadomości tekstowych.
Agent Telcom: Dzięki, wypowiedziałeś się.To powiedziawszy, mamy pewne propozycje na stole do rozważenia.Spójrz.
Klient: Nie jestem pewien, czy chcę zaktualizować, czy nie.Martwię się o mój miesięczny rachunek, ponieważ dostałem tyle danych.
Agent Telcom: Czy masz plan, który najlepiej odpowiadałby Twoim potrzebom?
Klient: Tak, dostałem około 70 000 wiadomości tekstowych miesięcznie.
Agent Telcom: Tak, przepraszam, obecnie obsługujemy 20 różnych",RI,150,area_code_415,no,yes,29,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,6.6,1,1.78,0
no,"Klient: Um, patrzę na aktualizację do planu danych o 500 MB.
Agent Telcom: Świetnie!Co chciałbyś, aby Twój nowy kredyt serwisowy dołączył?
Klient: Um, część danych wynosi 500 MB.
Agent Telcom: Świetnie!Wielkie dzięki Jamesowi.Jestem pewien, że będziesz zadowolony ze swojej nowej usługi.Bardzo dziękuję.Czy jest coś jeszcze, w czym mogę ci dzisiaj pomóc?
Klient: um ... tak ...
Agent Telcom: Porozmawiam teraz z Lisą i zobaczę, co mogę zrobić.
Klient: OK.
Agent Telcom: Dziękuję James.",WV,50,area_code_510,no,no,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1
no,"Klient: Jestem bardzo zainteresowany aktualizacją umowy.Zamierzam również poprosić o wycenę głosu, tekstu i danych.
Agent Telcom: Cieszę się, że Joseph.Co chciałbyś wiedzieć o procesie aktualizacji?
Klient: Cóż, aktualizacja będzie dość prosta.Chciałbym zapłacić w całości za moją obecną umowę w momencie aktualizacji.
Agent Telcom: Cieszę się, że Joseph.To właśnie otrzymasz w momencie aktualizacji:
Agent Telcom: a Twój numer telefonu to 3684020281?
Klient: Tak.
Agent Telcom: i",IL,71,area_code_415,no,no,0,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1
no,,DC,55,area_code_510,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0
no,"Klient: Uh, naprawdę szukam tekstu i danych.
Agent Telcom: To wszystko jest bardzo dobre, ale jaki komponent najbardziej byś leżał?
Klient: Nie wiem.Po prostu szukam najwięcej danych i głosu.
Agent Telcom: To wszystko jest bardzo dobre.Dziękuję bardzo za obejrzenie tego i poświęcenie czasu, aby do nas zadzwonić i porozmawiać z nami.Więc co chciałbyś zrobić, aby ulepszyć swoją usługę, aby uwzględnić twoje pragnienia?
Klient: Nie wiem naprawdę.Naprawdę nie wiem, czego chcę cenę usługi.
Agent Telcom:",CA,185,area_code_408,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1
no,"Klient: To mieszanka głosu, tekstu i danych.
Agent Telcom: OK, mój technik będzie nad tym dzisiaj pracować.Czy to w porządku z tobą?
Klient: Jasne.Czy mogę również mieć dostęp do Twojej witryny?
Agent Telcom: Jasne.
Klient: Więc jeśli masz coś, co możemy na to nałożyć, mam na myśli dane kontaktowe, link do Twojej witryny itp.
Agent Telcom: Tak Mary, absolutnie.
Klient: Kiedy dostanę tę stronę, ile czasu zajmie mi jej zrobienie?
Agent Telcom:",HI,131,area_code_415,no,yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1
